id,price,bedrooms
7129300520,221900.0,3
6414100192,538000.0,3
5631500400,180000.0,2
2487200875,604000.0,4
1954400510,510000.0,3
7237550310,1225000.0,4
1321400060,257500.0,3
2008000270,291850.0,3
2414600126,229500.0,3
3793500160,323000.0,3
1736800520,662500.0,3
9212900260,468000.0,2
114101516,310000.0,3
6054650070,400000.0,3
1175000570,530000.0,5
9297300055,650000.0,4
1875500060,395000.0,3
6865200140,485000.0,4
16000397,189000.0,2
7983200060,230000.0,3
6300500875,385000.0,4
2524049179,2000000.0,3
7137970340,285000.0,5
8091400200,252700.0,2
3814700200,329000.0,3
1202000200,233000.0,3
1794500383,937000.0,3
3303700376,667000.0,3
5101402488,438000.0,3
1873100390,719000.0,4
8562750320,580500.0,3
2426039314,280000.0,2
461000390,687500.0,4
7589200193,535000.0,3
7955080270,322500.0,4
9547205180,696000.0,3
9435300030,550000.0,4
2768000400,640000.0,4
7895500070,240000.0,4
2078500320,605000.0,4
5547700270,625000.0,4
7766200013,775000.0,4
7203220400,861990.0,5
9270200160,685000.0,3
1432701230,309000.0,3
8035350320,488000.0,3
8945200830,210490.0,3
4178300310,785000.0,4
9215400105,450000.0,3
822039084,1350000.0,3
5245600105,228000.0,3
7231300125,345000.0,5
7518505990,600000.0,3
3626039271,585000.0,2
4217401195,920000.0,5
9822700295,885000.0,4
9478500640,292500.0,4
2799800710,301000.0,3
7922800400,951000.0,5
8079040320,430000.0,4
1516000055,650000.0,3
9558200045,289000.0,3
5072410070,505000.0,3
9528102996,549000.0,3
1189001180,425000.0,3
3253500160,317625.0,3
3394100030,975000.0,4
3717000160,287000.0,4
1274500060,204000.0,3
1802000060,1325000.0,5
1525059190,1040000.0,5
1049000060,325000.0,3
8820901275,571000.0,4
5416510140,360000.0,4
3444100400,349000.0,3
3276920270,832500.0,4
4036801170,380000.0,4
2391600320,480000.0,3
6300000287,410000.0,3
1531000030,720000.0,4
5104520400,390000.0,3
7437100340,360000.0,4
9418400240,355000.0,2
1523059105,356000.0,3
1133000671,315000.0,3
4232902595,940000.0,3
2599001200,305000.0,5
3342103156,461000.0,3
1332700270,215000.0,2
3869900162,335000.0,2
2791500270,243500.0,4
5036300431,1099880.0,5
4168000060,153000.0,3
6021501535,430000.0,3
6021501535,700000.0,3
1483300570,905000.0,4
3422049190,247500.0,3
1099611230,199000.0,4
722079104,314000.0,3
7338200240,437500.0,3
1952200240,850830.0,3
5200100125,555000.0,3
7214720075,699950.0,3
2450000295,1088000.0,3
6197800045,290000.0,3
1328310370,375000.0,3
546000875,460000.0,3
3530510041,188500.0,2
1853000400,680000.0,4
3134100116,470000.0,5
9545230140,597750.0,4
3362400511,570000.0,3
2525310310,272500.0,3
6126500060,329950.0,3
8961960160,480000.0,4
3626039325,740500.0,3
3362400431,518500.0,3
4060000240,205425.0,2
3454800060,171800.0,4
1695900060,535000.0,4
7278700070,660000.0,3
6675500070,391500.0,3
3626039187,395000.0,2
3524049083,445000.0,4
3275860240,770000.0,3
4389200955,1450000.0,4
4058801670,445000.0,3
8732020310,260000.0,4
2331300505,822500.0,5
7853210060,430000.0,4
3668000070,212000.0,3
9545240070,660500.0,4
1243100136,784000.0,3
8929000270,453246.0,3
2767602356,675000.0,4
921049315,199000.0,3
3655000070,220000.0,4
4027700812,452000.0,4
3992700335,382500.0,2
2767603505,519950.0,3
4232901525,665000.0,2
1777500060,527700.0,5
1432900240,205000.0,3
6140100875,420000.0,3
6071600370,500000.0,4
1526069017,921500.0,4
809001525,890000.0,4
3224079105,430000.0,2
8075400570,258000.0,5
1994200024,511000.0,3
3362900810,532170.0,3
1324300398,560000.0,3
537000445,282950.0,3
7855801670,2250000.0,4
7920100045,350000.0,1
8960000030,215000.0,3
6388930390,650000.0,5
8731900200,320000.0,4
8029200135,247000.0,3
1081200350,320000.0,4
84000105,255000.0,5
3756500060,438000.0,3
7215720160,900000.0,3
3574800520,441000.0,3
2617300160,420000.0,3
2558660270,370000.0,3
2009000370,269950.0,2
1836980160,807100.0,4
3261020370,653000.0,3
1755700060,371500.0,3
4330600435,284000.0,3
9542800700,272000.0,3
1999700045,313000.0,3
1762600070,917500.0,4
1687900520,673000.0,4
7234600798,425000.0,3
3881900445,399950.0,5
2254502445,385000.0,3
5437810320,269950.0,3
9158100075,330000.0,2
3830630310,260000.0,3
8123100045,470000.0,4
3127200041,589000.0,4
6661200320,163500.0,2
11510310,835000.0,4
825059270,1095000.0,5
8731951370,269000.0,4
1954440060,560000.0,3
2264500350,615000.0,4
1115810060,585188.0,3
9477200200,305000.0,3
1432600560,166950.0,3
2287000060,799000.0,3
3663500060,400000.0,3
3996900125,230000.0,3
7796450200,256883.0,3
7549802535,423000.0,4
3278600320,465000.0,3
2824079053,440000.0,3
1222069094,385000.0,3
3542300060,210000.0,3
2222059065,297000.0,3
7551300060,470000.0,3
100600550,226500.0,3
3211100860,274250.0,3
3456000310,840000.0,4
9526600140,677900.0,3
7465900060,425000.0,3
1222000055,180250.0,2
6300000550,464000.0,6
2310030510,320000.0,4
1025049114,625504.0,3
8677300550,592500.0,4
4014400292,465000.0,3
1102000196,477000.0,4
257000138,280000.0,2
46100204,1505000.0,5
1909600046,445838.0,3
1250202145,1072000.0,2
7611200125,467000.0,2
5611500140,686000.0,4
7138000260,279950.0,3
626059335,527000.0,4
1922059282,325000.0,3
705700390,328000.0,3
7454001200,390000.0,3
8682281200,479950.0,2
7972000200,264950.0,4
722059070,235000.0,3
7202340400,516500.0,3
8096000060,655000.0,2
2424000060,500000.0,4
9264902050,315000.0,6
943100260,213000.0,2
3677400445,475000.0,3
1762600320,1025000.0,5
4058000060,416000.0,3
7228500560,410000.0,4
326069104,800000.0,3
5152100060,472000.0,6
3584000310,225000.0,3
8150100045,210000.0,2
1868901275,455000.0,2
6131600075,225000.0,3
9468200125,480000.0,2
8029510030,363000.0,3
2025069065,2400000.0,4
7899800890,181000.0,2
3021059276,250000.0,4
3797001895,481000.0,3
3832710960,260000.0,3
1310430400,455000.0,4
1422300030,415000.0,3
1105000588,349500.0,3
3830630060,245000.0,3
5101404898,592500.0,2
7972601890,385000.0,4
5127001620,315000.0,3
9407100800,255000.0,3
1873100060,693000.0,4
8722101360,780000.0,3
8644000060,237000.0,3
3325069129,525000.0,3
1400300055,425000.0,2
2123039032,369900.0,1
8078560140,290000.0,4
3438500192,285000.0,3
7974200510,415000.0,2
2557000400,272500.0,3
7960900060,2900000.0,4
4054500390,1365000.0,4
6378500125,436000.0,2
1745100140,210000.0,3
2976800796,236000.0,3
4235400186,331000.0,3
4215100060,365000.0,3
9189700045,450000.0,3
1126049053,770000.0,4
2022069200,455000.0,4
9412900055,405000.0,3
1722059235,304900.0,4
6874200960,170000.0,2
7424700045,2050000.0,5
7202360350,780000.0,4
5634500392,330000.0,3
1509500060,370000.0,4
7214810350,467000.0,5
6647200060,405000.0,3
9552700140,675000.0,5
2200500350,500000.0,2
6113400046,389999.0,4
6619910140,630000.0,4
1115450240,360000.0,4
6073240060,580000.0,4
9297300045,550000.0,3
9510920070,879000.0,4
5468730030,265000.0,3
8079030390,446500.0,3
600000152,404000.0,3
1840000030,267500.0,3
3225069065,3075000.0,4
3260800030,335000.0,3
2747100024,576000.0,3
5104530560,208633.0,3
4330600350,315000.0,3
5016001535,725000.0,3
7280300196,550000.0,4
8651520400,610750.0,4
7171200445,550700.0,2
3204800200,665000.0,4
3416600800,834000.0,4
7994700030,201000.0,5
1860600135,2384000.0,5
4139480200,1384000.0,4
4139480200,1400000.0,4
1328320800,305000.0,4
7771300125,487000.0,3
3422059208,390000.0,3
9521101455,548000.0,2
4337000335,268750.0,4
325059286,819900.0,5
2597650240,520000.0,3
3353400435,230000.0,3
7972000240,240000.0,3
7520000520,232000.0,2
7520000520,240500.0,2
3530210260,274975.0,3
1959700550,740000.0,4
1665400045,186375.0,3
9542850320,790000.0,3
3179100060,880000.0,4
2946001550,279000.0,6
8078490390,295000.0,3
9550201550,640000.0,2
191100045,940000.0,4
5009600070,260000.0,4
200350070,559900.0,3
2877103726,791500.0,4
405100295,265000.0,3
4268200055,245000.0,3
3126069068,485000.0,4
1115300070,684000.0,4
6414100671,425000.0,3
7004200060,309600.0,4
7852110140,552250.0,4
3969300030,165000.0,4
3969300030,239900.0,4
4048400070,320000.0,2
808000070,206600.0,3
7374200030,387000.0,4
7325600160,299000.0,1
2757000030,855000.0,4
616000140,315000.0,3
3363900111,437500.0,2
9262800171,252000.0,4
6607000126,375000.0,4
5416510830,300000.0,4
2201500030,420000.0,4
325059171,900000.0,3
952003285,679900.0,3
3211290370,463000.0,3
1072010350,380000.0,5
8856950070,329500.0,4
925059078,604950.0,3
7855801090,795000.0,5
723099065,465000.0,3
6116500075,673000.0,4
1118500030,810000.0,4
424069250,785000.0,4
3291800710,338000.0,4
6838700060,280000.0,3
2231500030,315000.0,4
2231500030,530000.0,4
7683900200,380000.0,5
8155830060,297000.0,3
98020310,730000.0,4
9423400140,450000.0,3
1545804860,275000.0,3
2883200160,595000.0,4
7132300695,435000.0,3
1726059053,270000.0,2
624111000,950000.0,3
808300310,389000.0,4
8563040160,560000.0,4
713500030,1350000.0,5
8651600160,799000.0,4
9517200030,365500.0,3
2460700700,252350.0,3
1223039290,403950.0,4
2890100060,385000.0,4
7972600860,345000.0,4
